drug_name_lower,currently_resolves_to_bucket,bucket_generic_name,trials_referencing_this_name
glutamic acid,glutamic acid,glutamic acid,1
glutamic acid [vandf],glutamic acid,glutamic acid,0
"glutamic acid, l-",glutamic acid,glutamic acid,0
glutamicol,glutamic acid,glutamic acid,0
glutamidex,glutamic acid,glutamic acid,0
glutaminic acid,glutamic acid,glutamic acid,0
glutaminol,glutamic acid,glutamic acid,0
glutaton,glutamic acid,glutamic acid,0
glxc-26956,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
glycerin trinitrate,nitroglycerin,nitroglycerin,0
glycerol trinitrate,nitroglycerin,nitroglycerin,0
glyceryl nitrate,nitroglycerin,nitroglycerin,0
glyceryl trinitrate (gtn),nitroglycerin,nitroglycerin,0
glycosylated rhil-7,...,...,0
glytrin,nitroglycerin,nitroglycerin,0
gm-hspc,...,...,0
gnrh,gonadorelin,gonadorelin,1
gnrh agonist protocol,...,...,0
gnrh analogs,...,...,0
gnrh analogues,...,...,0
gnrh antagonist protocol,n/a,N/A,0
gnrh antagonists,...,...,0
gnrh blockers,...,...,0
gnrh inhibitors,...,...,0
gnrh receptor agonists,...,...,0
gnrh receptor antagonists,...,...,0
gnrh serono,gonadorelin,gonadorelin,0
gnrh-a,...,...,0
gnrh-i,gonadorelin,gonadorelin,0
gnrha,gonadorelin,gonadorelin,0
gonabreed,gonadorelin,gonadorelin,0
gonadoliberin i,gonadorelin,gonadorelin,0
gonadorelin,gonadorelin,gonadorelin,9
gonadorelin decapeptide,gonadorelin,gonadorelin,0
gonadorelin interpharm,gonadorelin,gonadorelin,0
gonadorelina,gonadorelin,gonadorelin,0
gonadoreline,gonadorelin,gonadorelin,0
gonadorelinum,gonadorelin,gonadorelin,0
gonadoréline,gonadorelin,gonadorelin,0
gonadotrophin releasing hormone,gonadorelin,gonadorelin,1
gonadotropin releasing hormone analog,...,...,0
gonadotropin-releasing factor,gonadorelin,gonadorelin,0
gonadotropin-releasing hormone agonist,...,...,0
gonadotropin-releasing hormone analog,gonadorelin,gonadorelin,0
gonadotropin-releasing hormone antagonist,...,...,0
gonasyn,gonadorelin,gonadorelin,0
gonavet,gonadorelin,gonadorelin,0
gonitro,nitroglycerin,nitroglycerin,0
goon,pcb,pcb,0
gordon's urea,urea,urea,0
gotistobart (bnt316/onc-392),...,...,0
gp 121,pcb,pcb,0
gp100,gp100 human melanoma peptide,gp100 human melanoma peptide,0
gp100 h-2 db,gp100 human melanoma peptide,gp100 human melanoma peptide,0
gp100 human melanoma peptide,gp100 human melanoma peptide,gp100 human melanoma peptide,1
gp100 peptide,gp100 human melanoma peptide,gp100 human melanoma peptide,1
gp100 peptide-hla-directed cd3 t cell engager,gp100 human melanoma peptide,gp100 human melanoma peptide,0
gp100/pmel 17,gp100 human melanoma peptide,gp100 human melanoma peptide,0
gp2013,trastuzumab-qyyp,trastuzumab-qyyp,2
gpc3 cd146 car-t cells,...,...,0
gpc3-car t cells,...,...,0
gpc3/b7-h3 car-nk cells,...,...,0
gpc3xil15.21,...,...,0
gpc3xil15.21 car t cells,...,...,0
gper1 agonist,...,...,0
gpoh protocol,not available,Not available,0
gpoh regimen,not available,Not available,0
gpr30 agonist,...,...,0
gprc5d bispecific car-t,...,...,0
gprc5d car-t,...,...,0
gprc5d car-t cells,...,...,0
gprc5d-cd19 car t cells,...,...,0
gr-205171,...,...,0
graft,n/a,N/A,0
grale t cells,...,...,0
grepid,clopidogrel,clopidogrel,0
growth factor antagonist therapy,...,...,0
growth factor blockers,...,...,0
growth factor inhibitors,...,...,0
growth factor receptor antagonists,...,...,0
growth factor receptor blockers,...,...,0
growth factor receptor inhibitors,...,...,0
gs,glucosamine hydrochloride,Glucosamine Hydrochloride,0
gsk'227,...,...,0
gsk-1070916,...,...,0
gsk-2881078,...,...,0
gsk2849330,...,...,2
gt801,...,...,0
guatrice,viscum album,viscum album,0
gucy2c cart cells,...,...,0
gui,viscum album,viscum album,0
gui commun,viscum album,viscum album,0
gui de druides,viscum album,viscum album,0
gumelutamide,...,...,0
guomol,viscum album,viscum album,0
gw768505a,...,...,0
gynodiol,estradiol,estradiol,0
gynophase,norethisterone acetate,norethisterone acetate,0
gynorest,dydrogesterone,dydrogesterone,0
gynovlane,norethisterone acetate,norethisterone acetate,0
h01ca01,gonadorelin,gonadorelin,0
h1 antagonist,...,...,0
h1 blockers,...,...,0
h1 receptor antagonist,...,...,2
h1: trop2 adc,...,...,1
h3mab-17,...,...,0
h75j14aa89,carbendazim,carbendazim,0
hace : doxorubicin hydrochloride,trastuzumab-qyyp,trastuzumab-qyyp,1
hai,n/a,N/A,0
hai abraxane,trastuzumab-qyyp,trastuzumab-qyyp,0
hai oxaliplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
haic（mitoxantrone,mitoxantrone,mitoxantrone,0
haic（oxaliplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
halamid® aqua,toluenesulfonamide,toluenesulfonamide,0
half cyclophosphamide,cyclophosphamide,cyclophosphamide,1
half-match,n/a,N/A,0
half-match transplant,n/a,N/A,0
half-matched (haploidentical) stem cell transplant,n/a,N/A,1
half-matched transplant,n/a,N/A,0
haplo,n/a,N/A,0
haplo bmt,n/a,N/A,0
haplo stem cell transplant,n/a,N/A,0
haplo-cord sct,not applicable,Not applicable,0
haplo-cord stem cell transplantation,not applicable,Not applicable,0
haplo-cord transplant,not applicable,Not applicable,0
haplo-hsct,n/a,N/A,0
haplo-identical,n/a,N/A,0
haplo-sct,n/a,N/A,0
haplo/ allogeneic nkg2dl-targetting chimeric antigen receptor-grafted γδ t cell therapy,...,...,0
haploidentical bmt,n/a,N/A,0
haploidentical bone marrow transplant,n/a,N/A,0
haploidentical bone marrow transplantation,n/a,N/A,0
haploidentical donors,n/a,N/A,0
haploidentical nk cell,...,...,0
haploidentical stem cell transplantation,n/a,N/A,0
haploidentical transplant,n/a,N/A,0
haploidentical/ allogeneic natural killer group 2d ligand car-γδt cell therapy,...,...,0
haplonk (hla-haploidentical donor natural killer cells),...,...,0
har,...,...,0
harnstoff,urea,urea,0
havcr-2,...,...,0
havcr2,...,...,0
hayahvaya,withania somnifera,withania somnifera,0
hb0025,...,...,0
hb1801 (docetaxel,trastuzumab-qyyp,trastuzumab-qyyp,1
hcar19,n/a,N/A,0
hcart19,n/a,N/A,0
hcd27.15 mab,...,...,0
hcq,trastuzumab-qyyp,trastuzumab-qyyp,1
hct,...,...,0
hd cytarabine,cytarabine liposome,cytarabine liposome,1
hd-car-1,...,...,0
hd204,trastuzumab-qyyp,trastuzumab-qyyp,1
hdac,...,...,0
hdac inhibitors,...,...,0
hdaci,...,...,0
hdct with asct,...,...,0
hdis,...,...,0
hdt with stem cell rescue,...,...,0
heated chemotherapy,...,...,0
hefi 1,...,...,0
hefi-1,...,...,0
hefi-1 monoclonal antibody,...,...,0
hefi1,...,...,0
help i'm nauseous,meclizine,Meclizine,0
hemady,dexamethasone,dexamethasone,0
hematopoietic progenitor cell transplantation,...,...,0
hematopoietic stem cell rescue,not applicable,Not applicable,0
hematopoietic stem cell transplantation (hsct),...,...,0
hemodal,menadione,menadione,0
hepasphere®,...,...,0
hepatic arterial infusion,n/a,N/A,0
hepatic artery chemotherapy,n/a,N/A,0
hepatitis a virus cellular receptor 2,...,...,0
her-1,...,...,0
her-2/pd-l1-targeting car t cells,...,...,0
her1,...,...,0
her2 car-t cells,...,...,0
her2 inhibitor,n/a,N/A,0
her2 specific car t cell,n/a,N/A,1
her2-car-t,...,...,0
her2-car-t cell therapy,...,...,0
her2-car-t cells,...,...,0
her2-inhibitor-1,...,...,0
her2-specific chimeric antigen receptor t cell,...,...,0
her2-targeted therapies,n/a,N/A,0
her3 monoclonal antibodies-dose a,...,...,0
her3 monoclonal antibodies-dose b,...,...,0
her3 monoclonal antibodies-dose c,...,...,0
herceptin [trastuzumab],trastuzumab-qyyp,trastuzumab-qyyp,1
herceptin®,trastuzumab-qyyp,trastuzumab-qyyp,0
herclon,trastuzumab-qyyp,trastuzumab-qyyp,0
hete,clomiphene citrate,clomiphene citrate,0
hexenbesen,viscum album,viscum album,0
hfb301001,...,...,0
hg-ct-1,...,...,0
hh-2301,see alternative names,See alternative names,0
hi-tcr-t cells,...,...,0
hibidil,chlorhexidine gluconate,chlorhexidine gluconate,0
hibiscrub,chlorhexidine gluconate,chlorhexidine gluconate,0
hibistat,chlorhexidine gluconate,chlorhexidine gluconate,0
hibitane,chlorhexidine gluconate,chlorhexidine gluconate,0
hibitane 5,chlorhexidine gluconate,chlorhexidine gluconate,0
high affinity interleukin-8 receptor a,...,...,0
high-activity natural killer,n/a,N/A,0
high-dose chemotherapy,...,...,0
high-dose cisplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
high-dose cyclophosphamide,cyclophosphamide,cyclophosphamide,3
high-dose cytarabine,cytarabine liposome,cytarabine liposome,2
high-dose ifosfamide,trastuzumab-qyyp,trastuzumab-qyyp,1
high-dose imatinib,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,1
high-dose sequential chemotherapy,...,...,0
highly selective fgfr1-3 inhibitor,...,...,0
hipec,...,...,0
hipec (hyperthermic intraperitoneal chemotherapy),...,...,0
hippiron,iron saccharate,iron saccharate,0
hishikurin s,sodium hypochlorite,sodium hypochlorite,0
hispec,sodium hypochlorite,sodium hypochlorite,0
histamine h1 receptor antagonist,...,...,0
histoculture drug response assay (hdra),...,...,0
histolith,sodium hypochlorite,sodium hypochlorite,0
histology-based chemotherapy doublet,not applicable,Not applicable,0
histone deacetylase inhibitor,...,...,0
hivec (hyperthermic intra-vesical chemotherapy),...,...,0
hla-a*2402-restricted koc1-ttk-co16-depdc1-mphosph1 multipeptide vaccine,...,...,0
hla-a*2402-restricted urlc10-ttk-koc1 multipeptide vaccine,...,...,0
hlx-301,...,...,0
hlx301,...,...,0
hm89,...,...,0
hmm,...,...,0
hn3,...,...,0
hoe-471,gonadorelin,gonadorelin,0
hog,pcb,pcb,0
homograft,n/a,N/A,0
hormonal therapy,...,...,0
hormone deprivation therapy,n/a,N/A,0
hormone replacement therapy (hrt),...,...,0
hormone suppression therapy,n/a,N/A,0
hormone therapy,n/a,N/A,0
hormone-blocking therapy,n/a,N/A,0
horse tranquilizer,pcb,pcb,0
hospira docetaxel,trastuzumab-qyyp,trastuzumab-qyyp,1
hostacortin h,prednisolone,prednisolone,0
hot chemo,...,...,0
hot chemo bath,...,...,0
hot chemotherapy,...,...,0
houyanqing liquid,not applicable,Not applicable,0
hpv e6-specific tcr-t cells,...,...,0
hpv e6-specific tcr-t cells - tcrcure biotech,...,...,0
hrf,gonadorelin,gonadorelin,0
hrs-4642;nab-paclitaxel; gemcitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
hsct,...,...,0
htlp (human t-cell lymphoid progenitors),...,...,0
hu19-cd828z,...,...,0
hua33 antibody,...,...,0
hucar-19,...,...,0
hucart19,n/a,N/A,0
human bcma targeted car-nk cells,...,...,0
human bcma targeted t cells,...,...,0
human cd19targeted t cells,n/a,N/A,0
human derived anti-bcma car-t,...,...,0
human derived anti-ci135 car-t,...,...,0
human placental derived stem cell,not available,Not available,0
human stem cells,n/a,N/A,0
human tumor stem cell drug sensitivity assays,...,...,0
humanized anti-cd19 car t cell therapy,...,...,0
humanized anti-her2 monoclonal antibody compound for .r&d code: b002.,trastuzumab-qyyp,trastuzumab-qyyp,0
humanized cd19 car-t cells,...,...,0
humanized mik-beta-1 mab,...,...,0
humstr,...,...,0
huoxiang zhengqi,not applicable,Not applicable,0
hv01,...,...,0
hwk-016,...,...,1
hx044,gp100 human melanoma peptide,gp100 human melanoma peptide,1
hxzq dropping pills,not applicable,Not applicable,0
hxzq oral liquid,not applicable,Not applicable,0
hy-114577,zio-201-t,ZIO-201-T,0
hy-117756,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
hy-14942,rta 744,RTA 744,0
hy-14942a,rta 744,RTA 744,0
hyclorite,sodium hypochlorite,sodium hypochlorite,0
hydeltra,prednisolone,prednisolone,0
hydeltra-t.b.a.,prenisolone,prenisolone,0
hydeltrasol,prenisolone,prenisolone,0
hydeltrone,prednisolone,prednisolone,0
hydrodeltalone,prednisolone,prednisolone,0
hydrodeltisone,prednisolone,prednisolone,0
hydroretrocortin,prednisolone,prednisolone,0
hydroretrocortine,prednisolone,prednisolone,0
hydroxy-selenomethionine,selenomethionine,Selenomethionine,0
hydroxychloroquine,trastuzumab-qyyp,trastuzumab-qyyp,56
hydroxychloroquine (hcq),...,...,0
hydroxychloroquine in combination,trastuzumab-qyyp,trastuzumab-qyyp,1
hydroxychloroquine in patients,trastuzumab-qyyp,trastuzumab-qyyp,1
hydroxychloroquine pill,trastuzumab-qyyp,trastuzumab-qyyp,1
hydroxychloroquine sulfate,trastuzumab-qyyp,trastuzumab-qyyp,3
hydroxychloroquine sulfate tab,trastuzumab-qyyp,trastuzumab-qyyp,2
hydroxychloroquine sulfate tablets,trastuzumab-qyyp,trastuzumab-qyyp,1
hydroxychloroquine ± bevacizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
"hydroxychloroquine""",trastuzumab-qyyp,trastuzumab-qyyp,1
hydroxydaunorubicin [doxorubicin],trastuzumab-qyyp,trastuzumab-qyyp,3
hydroxylamine methyl ether hydrochloride,methoxyamine,Methoxyamine,0
"hydroxylamine, o-methyl-, hydrochloride",methoxyamine,Methoxyamine,0
hydroxymethyltransferase inhibitor,methoxyamine,Methoxyamine,0
hykinone,menadione,menadione,0
hypaque meglumine,diatrizoate,diatrizoate,0
hypaque oral powder,diatrizoate,diatrizoate,0
hypaque sodium,diatrizoate,diatrizoate,0
"hypaque, gastrografin, iothalmate",diatrizoate,diatrizoate,0
hypaque-76,diatrizoate,diatrizoate,0
hypaque-cysto,diatrizoate,diatrizoate,0
hypaque-m,diatrizoate,diatrizoate,0
"hypaque-m,75%",diatrizoate,diatrizoate,0
"hypaque-m,90%",diatrizoate,diatrizoate,0
hypec,...,...,0
hyperacute®-renal immunotherapy,...,...,0
hypertherm intraperitoneal chemotherapy,not applicable,Not applicable,0
hyperthermic intraoperative peritoneal chemoperfusion,...,...,0
hyperthermic intraperitoneal chemotherapy,...,...,2
hypex,sodium hypochlorite,sodium hypochlorite,0
hypochlorous acid sodium salt,sodium hypochlorite,sodium hypochlorite,0
"hypochlorous acid, sodium salt",sodium hypochlorite,sodium hypochlorite,0
hypocrine,gonadorelin,gonadorelin,0
hypofractionated radiotherapy,...,...,0
hypure,sodium hypochlorite,sodium hypochlorite,0
hypure n,sodium hypochlorite,sodium hypochlorite,0
i-18 car t cells,...,...,0
i-clom,clomiphene citrate,clomiphene citrate,0
i8266ri90m,toluenesulfonamide,toluenesulfonamide,0
ia caelyx,trastuzumab-qyyp,trastuzumab-qyyp,0
ia carboplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
ia etoposide phosphate,trastuzumab-qyyp,trastuzumab-qyyp,0
ia-05,...,...,0
iasocholine,fluorocholine,Fluorocholine,0
iasodopa,fluorodopa,fluorodopa,0
ibi 133,...,...,0
ibi 318,...,...,0
ibi-133,...,...,0
ibi101,unknown,Unknown,0
ibi308\cisplatinum\pemetrexed,trastuzumab-qyyp,trastuzumab-qyyp,0
icasp9,...,...,0
icasp9 t-cells,...,...,0
icasp9-modified t cells,...,...,0
icasp9-transduced donor t cells,...,...,0
icaspase9-transduced t cells,...,...,0
icc,n/a,N/A,0
ici,...,...,0
icis,...,...,0
icos,...,...,0
ictcar014,...,...,0
id cytarabine,cytarabine liposome,cytarabine liposome,1
ida,cytarabine liposome,cytarabine liposome,0
idarubicin),cytarabine liposome,cytarabine liposome,4
idarubicin): induction phase only,cytarabine liposome,cytarabine liposome,1
idarubicina,cytarabine liposome,cytarabine liposome,0
idarubicin（ida）,cytarabine liposome,cytarabine liposome,2
idarubincin,cytarabine liposome,cytarabine liposome,0
idecabtagene vicleucel (ide-cel),...,...,0
idh-305,see alternative names,See alternative names,0
idh1 inhibitor,see alternative names,See alternative names,0
ido-in-1,...,...,0
"ido-in-2 (rg 6078, nlg-919 analogue, gdc-0919 analogue)",...,...,0
ido1 inhibitor,...,...,0
ido1-in-28,...,...,0
ido1/tdo-in-4,...,...,0
idov-safe,unknown,Unknown,0
ie chemotherapy,n/a,N/A,0
ifinatamab deruxtecan (i-dxd),...,...,0
ifn-g-primed human bone marrow-derived mscs,...,...,0
ifn-g-primed mscs,...,...,0
ifnγ-primed mscs,...,...,0
ifosfamide & etoposide,trastuzumab-qyyp,trastuzumab-qyyp,0
ifosfamide and etoposide,trastuzumab-qyyp,trastuzumab-qyyp,0
ifosfamide chemotherapy,trastuzumab-qyyp,trastuzumab-qyyp,1
ifosfamide for,trastuzumab-qyyp,trastuzumab-qyyp,1
ifosfamide mustard,zio-201-t,ZIO-201-T,0
ifosfamide vp-16,trastuzumab-qyyp,trastuzumab-qyyp,1
ifosfamide),trastuzumab-qyyp,trastuzumab-qyyp,1
ifosfamide-based chemotherapy,trastuzumab-qyyp,trastuzumab-qyyp,1
ifosfasmide,trastuzumab-qyyp,trastuzumab-qyyp,1
ifosforamide mustard,zio-201-t,ZIO-201-T,0
ifosphamide,trastuzumab-qyyp,trastuzumab-qyyp,3
ignk001,n/a,N/A,0
ignk001 (gengleucel),...,...,0
igt-427,...,...,0
igtt-1e,...,...,0
iia1：1e9 pfu of oncolytic virus,...,...,0
iia2：3e9 pfu of oncolytic virus,...,...,0
iic1：1e9 pfu of oncolytic virus,...,...,0
iid：3e9 pfu of oncolytic virus,...,...,0
ikaclomin,clomiphene citrate,clomiphene citrate,0
ikaclomine,clomiphene citrate,clomiphene citrate,0
ikp-19-car-t,...,...,0
il-12p dna,...,...,0
il-2 analog,...,...,0
il-2 liposomal,...,...,0
il-21-treated hla-haploidentical donor nk cells,...,...,0
il-7 receptor subunit alpha,...,...,0
il-7ra signaling domain,...,...,1
il-8 receptor type 1,...,...,0
il-8r a,...,...,0
il13ra2 armored car-t cell therapy,...,...,0
il13rα2 + egfr/egfrviii dual-target car-nk,...,...,0
il13rα2 car-t cells secreting anti-pd-l1 antibody,...,...,0
il7ra,...,...,0
il8ra,...,...,0
illumination,...,...,0
ilp,n/a,N/A,0
ilra,...,...,0
ilt4,...,...,0
imalumab,...,...,0
imatimib mesylate,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib accord,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib accord healthcare,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib actavis,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib alvogen,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib cipla,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib combination,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,1
imatinib dosage,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,1
imatinib dr. reddy's,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib glenmark,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib intas,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib jubilant,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib krka,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib lupin,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib maintenance,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,1
imatinib medac,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib mesilate,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,3
imatinib mesylate & hydroxyurea,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,1
imatinib mesylate by mouth,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,1
imatinib mesylate tablets,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,1
imatinib msn,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib mylan,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib natco,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib ranbaxy,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib ratiopharm,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib sandoz,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib stada,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib stop,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,1
imatinib sun,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib tablets,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,1
imatinib teva,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib torrent,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib treatment,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,1
imatinib zentiva,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imatinib zydus,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
imc-225,trastuzumab-qyyp,trastuzumab-qyyp,0
imc-c225,trastuzumab-qyyp,trastuzumab-qyyp,0
imcgp100,gp100 human melanoma peptide,gp100 human melanoma peptide,4
img-007,...,...,0
imids,n/a,N/A,1
imkendi,imatinib mesylate & hydroxyurea,Imatinib Mesylate & Hydroxyurea,0
immergrune,viscum album,viscum album,0
immune adjuvant,...,...,0
immune cell therapy,n/a,N/A,0
immune checkpoint inhibitor,n/a,N/A,0
immune checkpoint inhibitors ( pembrolizumab,pembrolizumab and berahyaluronidase alfa-pmph,pembrolizumab and berahyaluronidase alfa-pmph,1
immune enhancers add on to soc,...,...,0
immune essentials,vitamin c,vitamin c,0
immune killer cells,n/a,N/A,0
immunechemotherapy,n/a,N/A,0
immunization,...,...,0
immuno-chemotherapy,...,...,0
immuno-oncology therapy,n/a,N/A,0
immuno-therapeutic agent,...,...,0
immunocheckpoint inhibitor,...,...,0
immunochemotharpy,n/a,N/A,0
immunochemotherapy,...,...,0
immunoconjugates,...,...,0
immunodominant peptides from three melanoma antigens,...,...,0
immunomaintenance therapy,...,...,0
immunomodulatory dc vaccines to target prostate cancer,...,...,0
immunomodulatory drugs,n/a,N/A,0
immunotheapy consolidation,n/a,N/A,0
immunotherapeutic agent,n/a,N/A,0
immunotherapy (,n/a,N/A,0
immunotherapy (ipilimumab,da-epoch-r followed by nivolumab,DA-EPOCH-R followed by Nivolumab,1
immunotherapy (nivolumab,da-epoch-r followed by nivolumab,DA-EPOCH-R followed by Nivolumab,1
immunotherapy after surgery,n/a,N/A,0
immunotherapy alone,n/a,N/A,0
immunotherapy induction,n/a,N/A,0
immunotherapy pembrolizumab et al. approved by china cde.,pembrolizumab and berahyaluronidase alfa-pmph,pembrolizumab and berahyaluronidase alfa-pmph,1
immunotherapy therapy,...,...,0
imnovid,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
imnovid),velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
improvest,gonadorelin,gonadorelin,0
imvaggis,...,...,0
imvexxy,estradiol,estradiol,0
in addition to standard temozolomide chemotherapy,temozolomide,temozolomide,1
in situ car-t therapy,...,...,0
in situ immunotherapy,...,...,0
in vitro sensitivity-directed chemotherapy,...,...,0
in vivo car-t drug based on lnp-mrna,...,...,0
in vivo car-t drug targeting cd20 based on mrna-lnp,...,...,0
in vivo car-t therapy,...,...,0
in vivo purging as an alternate stem cell transplantation,n/a,N/A,0
inb-100,...,...,0
incagn01949,...,...,0
include docetaxel,trastuzumab-qyyp,trastuzumab-qyyp,1
incmga00012 (mga012),...,...,0
incortin,cortisone acetate,cortisone acetate,0
incretin mimetics,...,...,0
indian ginseng,withania somnifera,withania somnifera,0
indian senna,senna,senna,0
individual peptide vaccination,n/a,N/A,0
individualized immuno-oncology,...,...,0
individualized neoantigen-specific immunotherapy (inest),...,...,0
individualized pharmacokinetically driven paclitaxel dosing,trastuzumab-qyyp,trastuzumab-qyyp,1
indoximod (1-methyl-d-tryptophan),...,...,0
induction 5-fluorouracil,trastuzumab-qyyp,trastuzumab-qyyp,0
induction carboplatin,trastuzumab-qyyp,trastuzumab-qyyp,2
induction chemo,n/a,N/A,0
induction chemoradiotherapy,...,...,0
induction chemotherapy,n/a,N/A,0
induction chemotherapy - modified folfirinox regimen,...,...,0
induction chemotherapy cisplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
induction cisplatin,trastuzumab-qyyp,trastuzumab-qyyp,2
induction gemcitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
induction paclitaxel,trastuzumab-qyyp,trastuzumab-qyyp,1
induction therapy,...,...,0
induction therapy - capecitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
induction therapy - oxaliplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
induction therapy of gp(pomalidomide,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,1
induction trichemotherapy - folfirinox regimen,...,...,0
induction venetoclax,trastuzumab-qyyp,trastuzumab-qyyp,0
infliximab; gemcitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
infusional 5-fluorouracil,trastuzumab-qyyp,trastuzumab-qyyp,0
infusional 5-fu,trastuzumab-qyyp,trastuzumab-qyyp,0
infusional fluorouracil,trastuzumab-qyyp,trastuzumab-qyyp,0
ini-2002,...,...,0
injection,...,...,0
inkt,n/a,N/A,0
inkt (invariant natural killer t) cells,...,...,0
inlexzo,trastuzumab-qyyp,trastuzumab-qyyp,0
innerclean,senna,senna,0
innofem,estradiol,estradiol,0
inoculation,...,...,0
ins no.620,glutamic acid,glutamic acid,0
ins no.927a,urea,urea,0
ins-927a,urea,urea,0
insta-char,activated charcoal,Activated Charcoal,0
insta-char aqueous suspension,activated charcoal,Activated Charcoal,0
intaxel,trastuzumab-qyyp,trastuzumab-qyyp,0
intensified chemotherapy,...,...,0
intensive chemo - ric preparation,not applicable,Not applicable,0
intensive chemotherapy,multiple,Multiple,0
interferon beta gene therapy,...,...,0
interferon gamma stimulated mesenchymal stromal cells,...,...,1
interferon gamma-primed human bone marrow-derived mesenchymal stromal cells,...,...,0
interferon gamma-primed human bone marrow-derived mscs,...,...,0
interferon infiltration of the inoculation site,...,...,1
interferon inoculation,...,...,0
interferon-based therapy,...,...,0
"interleukin 8 receptor, alpha",...,...,0
interleukin-2-liposomal - oncotherapeutics,...,...,0
interleukin-8 receptor type 1,...,...,0
intermediate dose cytarabine,cytarabine liposome,cytarabine liposome,2
intermediate-dose cytarabine,cytarabine liposome,cytarabine liposome,1
intermediate-dose cytarabine in combination,cytarabine liposome,cytarabine liposome,1
intermediate-dose cytarabine regimen,cytarabine liposome,cytarabine liposome,1
intermittent capecitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
intermittent pd-1,n/a,N/A,0
intermittent pd-1 inhibitor therapy,...,...,0
intervention for venetoclax,trastuzumab-qyyp,trastuzumab-qyyp,1
intestinex,lactobacillus,lactobacillus,0
intra-abdominal hyperthermic chemoperfusion,...,...,0
intra-arterial cetuximab,trastuzumab-qyyp,trastuzumab-qyyp,2
intra-arterial cisplatin,trastuzumab-qyyp,trastuzumab-qyyp,2
